TransitRouteId;Departure/vehicleRefId;StopDeparture;StopArrival;Passengers
011c2b62-4295-414e-903e-3a0ee25c3319;pt_60;4ee91bf8-746a-48de-a915-7550d346adea;646dc470-1a9e-4dca-b606-9d98542ee89e;1
011c2b62-4295-414e-903e-3a0ee25c3319;pt_60;1add3680-f681-4a50-a627-a10e47c23664;23ffa98f-629a-4ae3-ae13-088a9325995a;2
011c2b62-4295-414e-903e-3a0ee25c3319;pt_60;1add3680-f681-4a50-a627-a10e47c23664;10df60d3-5968-4d36-a276-9c17ff624c19;1
011c2b62-4295-414e-903e-3a0ee25c3319;pt_60;1add3680-f681-4a50-a627-a10e47c23664;12604c9e-1641-441d-86c9-ab4cb957ffcb;1
011c2b62-4295-414e-903e-3a0ee25c3319;pt_60;1add3680-f681-4a50-a627-a10e47c23664;37096274-335d-40fb-924e-229d2cedffd2;1
011c2b62-4295-414e-903e-3a0ee25c3319;pt_60;4bfd458c-bbf7-431e-ab97-267e64981ba5;73342d69-e43a-4ef0-b0e8-1c862cfb795c;1
011c2b62-4295-414e-903e-3a0ee25c3319;pt_60;1eb09fde-676c-4be6-995d-be9bcbb33691;73342d69-e43a-4ef0-b0e8-1c862cfb795c;1
011c2b62-4295-414e-903e-3a0ee25c3319;pt_60;1eb09fde-676c-4be6-995d-be9bcbb33691;37096274-335d-40fb-924e-229d2cedffd2;1
011c2b62-4295-414e-903e-3a0ee25c3319;pt_60;38616a13-3b60-4091-84f3-76c9b98823a5;12604c9e-1641-441d-86c9-ab4cb957ffcb;1
011c2b62-4295-414e-903e-3a0ee25c3319;pt_60;421fee06-8570-4271-a4c8-a96add55f5fa;12604c9e-1641-441d-86c9-ab4cb957ffcb;6
011c2b62-4295-414e-903e-3a0ee25c3319;pt_60;421fee06-8570-4271-a4c8-a96add55f5fa;37096274-335d-40fb-924e-229d2cedffd2;2
011c2b62-4295-414e-903e-3a0ee25c3319;pt_60;0a4959a6-8e47-47ff-9328-4a1ade478d59;12604c9e-1641-441d-86c9-ab4cb957ffcb;1
011c2b62-4295-414e-903e-3a0ee25c3319;pt_60;5b8c81ba-7eca-4fbe-843d-29c2a71fd76f;37096274-335d-40fb-924e-229d2cedffd2;1
011c2b62-4295-414e-903e-3a0ee25c3319;pt_60;47c6f913-5bc0-464a-b143-3603894d8acf;37096274-335d-40fb-924e-229d2cedffd2;2
011c2b62-4295-414e-903e-3a0ee25c3319;pt_50;4ee91bf8-746a-48de-a915-7550d346adea;5b8c81ba-7eca-4fbe-843d-29c2a71fd76f;1
011c2b62-4295-414e-903e-3a0ee25c3319;pt_50;4ee91bf8-746a-48de-a915-7550d346adea;10814691-9bed-4641-92d6-22614940b55a;1
011c2b62-4295-414e-903e-3a0ee25c3319;pt_50;4ee91bf8-746a-48de-a915-7550d346adea;421fee06-8570-4271-a4c8-a96add55f5fa;3
011c2b62-4295-414e-903e-3a0ee25c3319;pt_50;4ee91bf8-746a-48de-a915-7550d346adea;73342d69-e43a-4ef0-b0e8-1c862cfb795c;1
011c2b62-4295-414e-903e-3a0ee25c3319;pt_50;5cbf9761-3e26-47a9-81bd-da17bfca1ba1;4bfd458c-bbf7-431e-ab97-267e64981ba5;2
011c2b62-4295-414e-903e-3a0ee25c3319;pt_50;5cbf9761-3e26-47a9-81bd-da17bfca1ba1;421fee06-8570-4271-a4c8-a96add55f5fa;1
011c2b62-4295-414e-903e-3a0ee25c3319;pt_50;5cbf9761-3e26-47a9-81bd-da17bfca1ba1;73342d69-e43a-4ef0-b0e8-1c862cfb795c;2
011c2b62-4295-414e-903e-3a0ee25c3319;pt_50;5cbf9761-3e26-47a9-81bd-da17bfca1ba1;12604c9e-1641-441d-86c9-ab4cb957ffcb;2
011c2b62-4295-414e-903e-3a0ee25c3319;pt_50;5cbf9761-3e26-47a9-81bd-da17bfca1ba1;37096274-335d-40fb-924e-229d2cedffd2;3
011c2b62-4295-414e-903e-3a0ee25c3319;pt_50;5b8c81ba-7eca-4fbe-843d-29c2a71fd76f;4bfd458c-bbf7-431e-ab97-267e64981ba5;2
011c2b62-4295-414e-903e-3a0ee25c3319;pt_50;5b8c81ba-7eca-4fbe-843d-29c2a71fd76f;421fee06-8570-4271-a4c8-a96add55f5fa;1
011c2b62-4295-414e-903e-3a0ee25c3319;pt_50;5b8c81ba-7eca-4fbe-843d-29c2a71fd76f;094d7190-fa24-4aeb-96af-dc27bfaa1474;1
011c2b62-4295-414e-903e-3a0ee25c3319;pt_50;5b8c81ba-7eca-4fbe-843d-29c2a71fd76f;73342d69-e43a-4ef0-b0e8-1c862cfb795c;1
011c2b62-4295-414e-903e-3a0ee25c3319;pt_50;5b8c81ba-7eca-4fbe-843d-29c2a71fd76f;12604c9e-1641-441d-86c9-ab4cb957ffcb;1
011c2b62-4295-414e-903e-3a0ee25c3319;pt_50;38616a13-3b60-4091-84f3-76c9b98823a5;4bfd458c-bbf7-431e-ab97-267e64981ba5;1
011c2b62-4295-414e-903e-3a0ee25c3319;pt_50;38616a13-3b60-4091-84f3-76c9b98823a5;73342d69-e43a-4ef0-b0e8-1c862cfb795c;2
011c2b62-4295-414e-903e-3a0ee25c3319;pt_50;2649d236-0182-4c41-bb53-3e974f6da5a2;4bfd458c-bbf7-431e-ab97-267e64981ba5;1
011c2b62-4295-414e-903e-3a0ee25c3319;pt_50;2649d236-0182-4c41-bb53-3e974f6da5a2;12604c9e-1641-441d-86c9-ab4cb957ffcb;2
011c2b62-4295-414e-903e-3a0ee25c3319;pt_50;2649d236-0182-4c41-bb53-3e974f6da5a2;37096274-335d-40fb-924e-229d2cedffd2;2
011c2b62-4295-414e-903e-3a0ee25c3319;pt_50;07370c1f-5306-4c73-ba05-e2ae1fe56666;809bf0e1-d129-437a-a75f-33630c21d882;1
011c2b62-4295-414e-903e-3a0ee25c3319;pt_50;07370c1f-5306-4c73-ba05-e2ae1fe56666;73342d69-e43a-4ef0-b0e8-1c862cfb795c;3
011c2b62-4295-414e-903e-3a0ee25c3319;pt_50;07370c1f-5306-4c73-ba05-e2ae1fe56666;12604c9e-1641-441d-86c9-ab4cb957ffcb;3
011c2b62-4295-414e-903e-3a0ee25c3319;pt_50;07370c1f-5306-4c73-ba05-e2ae1fe56666;37096274-335d-40fb-924e-229d2cedffd2;2
011c2b62-4295-414e-903e-3a0ee25c3319;pt_50;32b6a0a0-cea7-4934-9a78-9e4c6c140710;1eb09fde-676c-4be6-995d-be9bcbb33691;1
011c2b62-4295-414e-903e-3a0ee25c3319;pt_50;32b6a0a0-cea7-4934-9a78-9e4c6c140710;37096274-335d-40fb-924e-229d2cedffd2;1
011c2b62-4295-414e-903e-3a0ee25c3319;pt_50;2a37304b-81c4-4e41-9a3b-467a1de2dfa6;421fee06-8570-4271-a4c8-a96add55f5fa;2
011c2b62-4295-414e-903e-3a0ee25c3319;pt_50;1add3680-f681-4a50-a627-a10e47c23664;03fdf614-52f3-47b3-9731-e6f70e0dd066;1
011c2b62-4295-414e-903e-3a0ee25c3319;pt_50;1add3680-f681-4a50-a627-a10e47c23664;0b76dec4-1e51-437f-bbd1-f8412aec2f16;1
011c2b62-4295-414e-903e-3a0ee25c3319;pt_50;1add3680-f681-4a50-a627-a10e47c23664;094d7190-fa24-4aeb-96af-dc27bfaa1474;4
011c2b62-4295-414e-903e-3a0ee25c3319;pt_50;1add3680-f681-4a50-a627-a10e47c23664;73342d69-e43a-4ef0-b0e8-1c862cfb795c;4
011c2b62-4295-414e-903e-3a0ee25c3319;pt_50;1add3680-f681-4a50-a627-a10e47c23664;12604c9e-1641-441d-86c9-ab4cb957ffcb;4
011c2b62-4295-414e-903e-3a0ee25c3319;pt_50;1add3680-f681-4a50-a627-a10e47c23664;37096274-335d-40fb-924e-229d2cedffd2;1
011c2b62-4295-414e-903e-3a0ee25c3319;pt_50;216b70e3-87b9-4ebf-bf59-94578e83d1aa;73342d69-e43a-4ef0-b0e8-1c862cfb795c;1
011c2b62-4295-414e-903e-3a0ee25c3319;pt_50;216b70e3-87b9-4ebf-bf59-94578e83d1aa;12604c9e-1641-441d-86c9-ab4cb957ffcb;2
011c2b62-4295-414e-903e-3a0ee25c3319;pt_50;216b70e3-87b9-4ebf-bf59-94578e83d1aa;37096274-335d-40fb-924e-229d2cedffd2;1
011c2b62-4295-414e-903e-3a0ee25c3319;pt_50;02e8cbc9-7fe2-47f2-8fe8-f3d96fa68024;73342d69-e43a-4ef0-b0e8-1c862cfb795c;2
011c2b62-4295-414e-903e-3a0ee25c3319;pt_50;02e8cbc9-7fe2-47f2-8fe8-f3d96fa68024;37096274-335d-40fb-924e-229d2cedffd2;1
011c2b62-4295-414e-903e-3a0ee25c3319;pt_50;47c6f913-5bc0-464a-b143-3603894d8acf;73342d69-e43a-4ef0-b0e8-1c862cfb795c;1
011c2b62-4295-414e-903e-3a0ee25c3319;pt_50;47c6f913-5bc0-464a-b143-3603894d8acf;37096274-335d-40fb-924e-229d2cedffd2;1
011c2b62-4295-414e-903e-3a0ee25c3319;pt_50;4bfd458c-bbf7-431e-ab97-267e64981ba5;73342d69-e43a-4ef0-b0e8-1c862cfb795c;1
011c2b62-4295-414e-903e-3a0ee25c3319;pt_50;4bfd458c-bbf7-431e-ab97-267e64981ba5;12604c9e-1641-441d-86c9-ab4cb957ffcb;1
011c2b62-4295-414e-903e-3a0ee25c3319;pt_50;4bfd458c-bbf7-431e-ab97-267e64981ba5;37096274-335d-40fb-924e-229d2cedffd2;2
011c2b62-4295-414e-903e-3a0ee25c3319;pt_50;10f3cfd3-bf19-419d-b620-22d9b6d2ad1a;73342d69-e43a-4ef0-b0e8-1c862cfb795c;1
011c2b62-4295-414e-903e-3a0ee25c3319;pt_50;809bf0e1-d129-437a-a75f-33630c21d882;73342d69-e43a-4ef0-b0e8-1c862cfb795c;1
011c2b62-4295-414e-903e-3a0ee25c3319;pt_50;1eb09fde-676c-4be6-995d-be9bcbb33691;73342d69-e43a-4ef0-b0e8-1c862cfb795c;2
011c2b62-4295-414e-903e-3a0ee25c3319;pt_50;1eb09fde-676c-4be6-995d-be9bcbb33691;12604c9e-1641-441d-86c9-ab4cb957ffcb;1
011c2b62-4295-414e-903e-3a0ee25c3319;pt_50;421fee06-8570-4271-a4c8-a96add55f5fa;73342d69-e43a-4ef0-b0e8-1c862cfb795c;4
011c2b62-4295-414e-903e-3a0ee25c3319;pt_50;421fee06-8570-4271-a4c8-a96add55f5fa;12604c9e-1641-441d-86c9-ab4cb957ffcb;5
011c2b62-4295-414e-903e-3a0ee25c3319;pt_50;421fee06-8570-4271-a4c8-a96add55f5fa;37096274-335d-40fb-924e-229d2cedffd2;3
011c2b62-4295-414e-903e-3a0ee25c3319;pt_50;646dc470-1a9e-4dca-b606-9d98542ee89e;73342d69-e43a-4ef0-b0e8-1c862cfb795c;1
011c2b62-4295-414e-903e-3a0ee25c3319;pt_50;00b25d55-8d51-4b06-a393-43cfb214b016;12604c9e-1641-441d-86c9-ab4cb957ffcb;1
011c2b62-4295-414e-903e-3a0ee25c3319;pt_50;73342d69-e43a-4ef0-b0e8-1c862cfb795c;12604c9e-1641-441d-86c9-ab4cb957ffcb;1
011c2b62-4295-414e-903e-3a0ee25c3319;pt_50;31516cee-f8ed-491b-b05a-27fc385bf47a;37096274-335d-40fb-924e-229d2cedffd2;2
011c2b62-4295-414e-903e-3a0ee25c3319;pt_50;10814691-9bed-4641-92d6-22614940b55a;37096274-335d-40fb-924e-229d2cedffd2;2
011c2b62-4295-414e-903e-3a0ee25c3319;pt_51;4ee91bf8-746a-48de-a915-7550d346adea;37862d50-49c1-4f1e-b16a-e3cf78c82f5f;1
011c2b62-4295-414e-903e-3a0ee25c3319;pt_51;4ee91bf8-746a-48de-a915-7550d346adea;2a37304b-81c4-4e41-9a3b-467a1de2dfa6;1
011c2b62-4295-414e-903e-3a0ee25c3319;pt_51;4ee91bf8-746a-48de-a915-7550d346adea;216b70e3-87b9-4ebf-bf59-94578e83d1aa;1
011c2b62-4295-414e-903e-3a0ee25c3319;pt_51;4ee91bf8-746a-48de-a915-7550d346adea;5b8c81ba-7eca-4fbe-843d-29c2a71fd76f;7
011c2b62-4295-414e-903e-3a0ee25c3319;pt_51;4ee91bf8-746a-48de-a915-7550d346adea;38616a13-3b60-4091-84f3-76c9b98823a5;4
011c2b62-4295-414e-903e-3a0ee25c3319;pt_51;4ee91bf8-746a-48de-a915-7550d346adea;2649d236-0182-4c41-bb53-3e974f6da5a2;2
011c2b62-4295-414e-903e-3a0ee25c3319;pt_51;4ee91bf8-746a-48de-a915-7550d346adea;10814691-9bed-4641-92d6-22614940b55a;1
011c2b62-4295-414e-903e-3a0ee25c3319;pt_51;4ee91bf8-746a-48de-a915-7550d346adea;809bf0e1-d129-437a-a75f-33630c21d882;3
011c2b62-4295-414e-903e-3a0ee25c3319;pt_51;4ee91bf8-746a-48de-a915-7550d346adea;1eb09fde-676c-4be6-995d-be9bcbb33691;2
011c2b62-4295-414e-903e-3a0ee25c3319;pt_51;4ee91bf8-746a-48de-a915-7550d346adea;13b130a0-0940-473f-a511-fde471dc76fa;1
011c2b62-4295-414e-903e-3a0ee25c3319;pt_51;4ee91bf8-746a-48de-a915-7550d346adea;1add3680-f681-4a50-a627-a10e47c23664;1
011c2b62-4295-414e-903e-3a0ee25c3319;pt_51;4ee91bf8-746a-48de-a915-7550d346adea;23ffa98f-629a-4ae3-ae13-088a9325995a;1
011c2b62-4295-414e-903e-3a0ee25c3319;pt_51;4ee91bf8-746a-48de-a915-7550d346adea;0b76dec4-1e51-437f-bbd1-f8412aec2f16;1
011c2b62-4295-414e-903e-3a0ee25c3319;pt_51;4ee91bf8-746a-48de-a915-7550d346adea;094d7190-fa24-4aeb-96af-dc27bfaa1474;1
011c2b62-4295-414e-903e-3a0ee25c3319;pt_51;4ee91bf8-746a-48de-a915-7550d346adea;73342d69-e43a-4ef0-b0e8-1c862cfb795c;1
011c2b62-4295-414e-903e-3a0ee25c3319;pt_51;4ee91bf8-746a-48de-a915-7550d346adea;12604c9e-1641-441d-86c9-ab4cb957ffcb;1
011c2b62-4295-414e-903e-3a0ee25c3319;pt_51;32b6a0a0-cea7-4934-9a78-9e4c6c140710;37862d50-49c1-4f1e-b16a-e3cf78c82f5f;2
011c2b62-4295-414e-903e-3a0ee25c3319;pt_51;32b6a0a0-cea7-4934-9a78-9e4c6c140710;809bf0e1-d129-437a-a75f-33630c21d882;1
011c2b62-4295-414e-903e-3a0ee25c3319;pt_51;2a37304b-81c4-4e41-9a3b-467a1de2dfa6;5b8c81ba-7eca-4fbe-843d-29c2a71fd76f;8
011c2b62-4295-414e-903e-3a0ee25c3319;pt_51;2a37304b-81c4-4e41-9a3b-467a1de2dfa6;47c6f913-5bc0-464a-b143-3603894d8acf;2
011c2b62-4295-414e-903e-3a0ee25c3319;pt_51;2a37304b-81c4-4e41-9a3b-467a1de2dfa6;1eb09fde-676c-4be6-995d-be9bcbb33691;1
011c2b62-4295-414e-903e-3a0ee25c3319;pt_51;5cbf9761-3e26-47a9-81bd-da17bfca1ba1;4bfd458c-bbf7-431e-ab97-267e64981ba5;1
011c2b62-4295-414e-903e-3a0ee25c3319;pt_51;5cbf9761-3e26-47a9-81bd-da17bfca1ba1;646dc470-1a9e-4dca-b606-9d98542ee89e;1
011c2b62-4295-414e-903e-3a0ee25c3319;pt_51;5cbf9761-3e26-47a9-81bd-da17bfca1ba1;37096274-335d-40fb-924e-229d2cedffd2;1
011c2b62-4295-414e-903e-3a0ee25c3319;pt_51;5b8c81ba-7eca-4fbe-843d-29c2a71fd76f;4bfd458c-bbf7-431e-ab97-267e64981ba5;1
011c2b62-4295-414e-903e-3a0ee25c3319;pt_51;5b8c81ba-7eca-4fbe-843d-29c2a71fd76f;12604c9e-1641-441d-86c9-ab4cb957ffcb;1
011c2b62-4295-414e-903e-3a0ee25c3319;pt_51;5b8c81ba-7eca-4fbe-843d-29c2a71fd76f;37096274-335d-40fb-924e-229d2cedffd2;1
011c2b62-4295-414e-903e-3a0ee25c3319;pt_51;38616a13-3b60-4091-84f3-76c9b98823a5;4bfd458c-bbf7-431e-ab97-267e64981ba5;2
011c2b62-4295-414e-903e-3a0ee25c3319;pt_51;2649d236-0182-4c41-bb53-3e974f6da5a2;809bf0e1-d129-437a-a75f-33630c21d882;1
011c2b62-4295-414e-903e-3a0ee25c3319;pt_51;2649d236-0182-4c41-bb53-3e974f6da5a2;73342d69-e43a-4ef0-b0e8-1c862cfb795c;3
011c2b62-4295-414e-903e-3a0ee25c3319;pt_51;2649d236-0182-4c41-bb53-3e974f6da5a2;12604c9e-1641-441d-86c9-ab4cb957ffcb;2
011c2b62-4295-414e-903e-3a0ee25c3319;pt_51;1add3680-f681-4a50-a627-a10e47c23664;23873688-3e10-4f35-83fa-e1d82adb3e4f;1
011c2b62-4295-414e-903e-3a0ee25c3319;pt_51;1add3680-f681-4a50-a627-a10e47c23664;646dc470-1a9e-4dca-b606-9d98542ee89e;2
011c2b62-4295-414e-903e-3a0ee25c3319;pt_51;1add3680-f681-4a50-a627-a10e47c23664;0b76dec4-1e51-437f-bbd1-f8412aec2f16;1
011c2b62-4295-414e-903e-3a0ee25c3319;pt_51;1add3680-f681-4a50-a627-a10e47c23664;094d7190-fa24-4aeb-96af-dc27bfaa1474;1
011c2b62-4295-414e-903e-3a0ee25c3319;pt_51;1add3680-f681-4a50-a627-a10e47c23664;12604c9e-1641-441d-86c9-ab4cb957ffcb;5
011c2b62-4295-414e-903e-3a0ee25c3319;pt_51;1add3680-f681-4a50-a627-a10e47c23664;37096274-335d-40fb-924e-229d2cedffd2;2
011c2b62-4295-414e-903e-3a0ee25c3319;pt_51;02e8cbc9-7fe2-47f2-8fe8-f3d96fa68024;0b76dec4-1e51-437f-bbd1-f8412aec2f16;1
011c2b62-4295-414e-903e-3a0ee25c3319;pt_51;02e8cbc9-7fe2-47f2-8fe8-f3d96fa68024;73342d69-e43a-4ef0-b0e8-1c862cfb795c;1
011c2b62-4295-414e-903e-3a0ee25c3319;pt_51;10f3cfd3-bf19-419d-b620-22d9b6d2ad1a;0b76dec4-1e51-437f-bbd1-f8412aec2f16;1
011c2b62-4295-414e-903e-3a0ee25c3319;pt_51;07370c1f-5306-4c73-ba05-e2ae1fe56666;73342d69-e43a-4ef0-b0e8-1c862cfb795c;3
011c2b62-4295-414e-903e-3a0ee25c3319;pt_51;07370c1f-5306-4c73-ba05-e2ae1fe56666;12604c9e-1641-441d-86c9-ab4cb957ffcb;1
011c2b62-4295-414e-903e-3a0ee25c3319;pt_51;07370c1f-5306-4c73-ba05-e2ae1fe56666;37096274-335d-40fb-924e-229d2cedffd2;2
011c2b62-4295-414e-903e-3a0ee25c3319;pt_51;47c6f913-5bc0-464a-b143-3603894d8acf;73342d69-e43a-4ef0-b0e8-1c862cfb795c;2
011c2b62-4295-414e-903e-3a0ee25c3319;pt_51;47c6f913-5bc0-464a-b143-3603894d8acf;12604c9e-1641-441d-86c9-ab4cb957ffcb;1
011c2b62-4295-414e-903e-3a0ee25c3319;pt_51;421fee06-8570-4271-a4c8-a96add55f5fa;73342d69-e43a-4ef0-b0e8-1c862cfb795c;1
011c2b62-4295-414e-903e-3a0ee25c3319;pt_51;421fee06-8570-4271-a4c8-a96add55f5fa;12604c9e-1641-441d-86c9-ab4cb957ffcb;3
011c2b62-4295-414e-903e-3a0ee25c3319;pt_51;421fee06-8570-4271-a4c8-a96add55f5fa;37096274-335d-40fb-924e-229d2cedffd2;1
011c2b62-4295-414e-903e-3a0ee25c3319;pt_51;216b70e3-87b9-4ebf-bf59-94578e83d1aa;12604c9e-1641-441d-86c9-ab4cb957ffcb;2
011c2b62-4295-414e-903e-3a0ee25c3319;pt_51;809bf0e1-d129-437a-a75f-33630c21d882;12604c9e-1641-441d-86c9-ab4cb957ffcb;2
011c2b62-4295-414e-903e-3a0ee25c3319;pt_51;809bf0e1-d129-437a-a75f-33630c21d882;37096274-335d-40fb-924e-229d2cedffd2;1
011c2b62-4295-414e-903e-3a0ee25c3319;pt_51;0a4959a6-8e47-47ff-9328-4a1ade478d59;12604c9e-1641-441d-86c9-ab4cb957ffcb;1
011c2b62-4295-414e-903e-3a0ee25c3319;pt_51;73342d69-e43a-4ef0-b0e8-1c862cfb795c;12604c9e-1641-441d-86c9-ab4cb957ffcb;2
011c2b62-4295-414e-903e-3a0ee25c3319;pt_51;4bfd458c-bbf7-431e-ab97-267e64981ba5;37096274-335d-40fb-924e-229d2cedffd2;1
011c2b62-4295-414e-903e-3a0ee25c3319;pt_51;8825d952-6786-4b23-b351-8b905f55c396;37096274-335d-40fb-924e-229d2cedffd2;1
011c2b62-4295-414e-903e-3a0ee25c3319;pt_51;646dc470-1a9e-4dca-b606-9d98542ee89e;37096274-335d-40fb-924e-229d2cedffd2;1
011c2b62-4295-414e-903e-3a0ee25c3319;pt_52;4ee91bf8-746a-48de-a915-7550d346adea;37862d50-49c1-4f1e-b16a-e3cf78c82f5f;3
011c2b62-4295-414e-903e-3a0ee25c3319;pt_52;4ee91bf8-746a-48de-a915-7550d346adea;5b8c81ba-7eca-4fbe-843d-29c2a71fd76f;1
011c2b62-4295-414e-903e-3a0ee25c3319;pt_52;4ee91bf8-746a-48de-a915-7550d346adea;38616a13-3b60-4091-84f3-76c9b98823a5;1
