ITERATION	avg. Average Leg distance	avg. Average Trip distance
0	4488.25773043175	10409.288212974485	
1	4488.25773043175	10409.288212974485	
2	4488.25773043175	10409.288212974485	
3	4488.25773043175	10409.288212974485	
4	4488.25773043175	10409.288212974485	
5	4488.25773043175	10409.288212974485	
6	4488.25773043175	10409.288212974485	
7	4488.25773043175	10409.288212974485	
8	4488.25773043175	10409.288212974485	
9	4488.25773043175	10409.288212974485	
10	4488.25773043175	10409.288212974485	
