,grid_id,geometry
3673,3673,"POLYGON ((30.004396037524966 59.69623326294988, 30.0051816623827 59.70499386205508, 30.02251822432006 59.704595607004, 30.02172808405308 59.695835146951225, 30.004396037524966 59.69623326294988))"
3674,3674,"POLYGON ((30.0051816623827 59.70499386205508, 30.005967768077454 59.713754443078756, 30.023308848174512 59.71335604890273, 30.02251822432006 59.704595607004, 30.0051816623827 59.70499386205508))"
3675,3675,"POLYGON ((30.005967768077454 59.713754443078756, 30.00675435502254 59.72251500601747, 30.024099956032128 59.72211647264396, 30.023308848174512 59.71335604890273, 30.005967768077454 59.713754443078756))"
3676,3676,"POLYGON ((30.00675435502254 59.72251500601747, 30.007541423631775 59.731275550867814, 30.02489154830904 59.73087687822414, 30.024099956032128 59.72211647264396, 30.00675435502254 59.72251500601747))"
3677,3677,"POLYGON ((30.007541423631775 59.731275550867814, 30.008328974319426 59.740036077626286, 30.025683625421898 59.73963726563978, 30.02489154830904 59.73087687822414, 30.007541423631775 59.731275550867814))"
3678,3678,"POLYGON ((30.008328974319426 59.740036077626286, 30.009117007500254 59.74879658628945, 30.02647618778781 59.74839763488736, 30.025683625421898 59.73963726563978, 30.008328974319426 59.740036077626286))"
3679,3679,"POLYGON ((30.009117007500254 59.74879658628945, 30.009905523589516 59.757557076853914, 30.02726923582438 59.75715798596338, 30.02647618778781 59.74839763488736, 30.009117007500254 59.74879658628945))"
3680,3680,"POLYGON ((30.009905523589516 59.757557076853914, 30.01069452300292 59.76631754931614, 30.028062769949692 59.76591831886427, 30.02726923582438 59.75715798596338, 30.009905523589516 59.757557076853914))"
3681,3681,"POLYGON ((30.01069452300292 59.76631754931614, 30.011484006156664 59.775078003672704, 30.02885679058231 59.774678633586575, 30.028062769949692 59.76591831886427, 30.01069452300292 59.76631754931614))"
3682,3682,"POLYGON ((30.011484006156664 59.775078003672704, 30.012273973467444 59.78383843992013, 30.02965129814128 59.78343893012671, 30.02885679058231 59.774678633586575, 30.011484006156664 59.775078003672704))"
3683,3683,"POLYGON ((30.012273973467444 59.78383843992013, 30.01306442535243 59.79259885805493, 30.030446293046154 59.79219920848112, 30.02965129814128 59.78343893012671, 30.012273973467444 59.78383843992013))"
3684,3684,"POLYGON ((30.01306442535243 59.79259885805493, 30.013855362229254 59.80135925807363, 30.031241775716943 59.800959468646305, 30.030446293046154 59.79219920848112, 30.01306442535243 59.79259885805493))"
3685,3685,"POLYGON ((30.013855362229254 59.80135925807363, 30.014646784516078 59.81011963997272, 30.03203774657416 59.80971971061869, 30.031241775716943 59.800959468646305, 30.013855362229254 59.80135925807363))"
3686,3686,"POLYGON ((30.014646784516078 59.81011963997272, 30.015438692631502 59.818880003748745, 30.032834206038807 59.8184799343947, 30.03203774657416 59.80971971061869, 30.014646784516078 59.81011963997272))"
3687,3687,"POLYGON ((30.015438692631502 59.818880003748745, 30.016231086994644 59.827640349398195, 30.033631154532372 59.82724013997079, 30.032834206038807 59.8184799343947, 30.015438692631502 59.818880003748745))"
3688,3688,"POLYGON ((30.016231086994644 59.827640349398195, 30.017023968025086 59.83640067691756, 30.03442859247682 59.836000327343406, 30.033631154532372 59.82724013997079, 30.016231086994644 59.827640349398195))"
3689,3689,"POLYGON ((30.017023968025086 59.83640067691756, 30.017817336142915 59.845160986303306, 30.035226520294636 59.84476049650893, 30.03442859247682 59.836000327343406, 30.017023968025086 59.83640067691756))"
3690,3690,"POLYGON ((30.017817336142915 59.845160986303306, 30.01861119176871 59.85392127755198, 30.036024938408758 59.85352064746387, 30.035226520294636 59.84476049650893, 30.017817336142915 59.845160986303306))"
3691,3691,"POLYGON ((30.01861119176871 59.85392127755198, 30.0194055353235 59.862681550659985, 30.036823847242648 59.86228078020454, 30.036024938408758 59.85352064746387, 30.01861119176871 59.85392127755198))"
3692,3692,"POLYGON ((30.0194055353235 59.862681550659985, 30.020200367228853 59.871441805623896, 30.037623247220232 59.87104089472743, 30.036823847242648 59.86228078020454, 30.0194055353235 59.862681550659985))"
3693,3693,"POLYGON ((30.020200367228853 59.871441805623896, 30.020995687906797 59.88020204244009, 30.038423138765953 59.87980099102891, 30.037623247220232 59.87104089472743, 30.020200367228853 59.871441805623896))"
3694,3694,"POLYGON ((30.020995687906797 59.88020204244009, 30.02179149777985 59.888962261105064, 30.03922352230473 59.88856106910537, 30.038423138765953 59.87980099102891, 30.020995687906797 59.88020204244009))"
3695,3695,"POLYGON ((30.02179149777985 59.888962261105064, 30.022587797271044 59.89772246161529, 30.04002439826199 59.89732112895323, 30.03922352230473 59.88856106910537, 30.02179149777985 59.888962261105064))"
3696,3696,"POLYGON ((30.022587797271044 59.89772246161529, 30.02338458680388 59.90648264396721, 30.04082576706364 59.90608117056885, 30.04002439826199 59.89732112895323, 30.022587797271044 59.89772246161529))"
3697,3697,"POLYGON ((30.02338458680388 59.90648264396721, 30.02418186680236 59.91524280815727, 30.041627629136098 59.91484119394864, 30.04082576706364 59.90608117056885, 30.02338458680388 59.90648264396721))"
3698,3698,"POLYGON ((30.02418186680236 59.91524280815727, 30.024979637690976 59.92400295418192, 30.042429984906256 59.92360119908897, 30.041627629136098 59.91484119394864, 30.02418186680236 59.91524280815727))"
3699,3699,"POLYGON ((30.024979637690976 59.92400295418192, 30.025777899894727 59.93276308203761, 30.043232834801533 59.93236118598622, 30.042429984906256 59.92360119908897, 30.024979637690976 59.92400295418192))"
3700,3700,"POLYGON ((30.025777899894727 59.93276308203761, 30.026576653839086 59.94152319172072, 30.044036179249822 59.94112115463672, 30.043232834801533 59.93236118598622, 30.025777899894727 59.93276308203761))"
3701,3701,"POLYGON ((30.026576653839086 59.94152319172072, 30.027375899950044 59.950283283227755, 30.044840018679523 59.94988110503687, 30.044036179249822 59.94112115463672, 30.026576653839086 59.94152319172072))"
3702,3702,"POLYGON ((30.027375899950044 59.950283283227755, 30.02817563865407 59.95904335655504, 30.045644353519535 59.95864103718299, 30.044840018679523 59.94988110503687, 30.027375899950044 59.950283283227755))"
3703,3703,"POLYGON ((30.02817563865407 59.95904335655504, 30.02897587037814 59.96780341169907, 30.046449184199254 59.96740095107148, 30.045644353519535 59.95864103718299, 30.02817563865407 59.95904335655504))"
3704,3704,"POLYGON ((30.02897587037814 59.96780341169907, 30.029776595549723 59.97656344865625, 30.04725451114858 59.97616084669866, 30.046449184199254 59.96740095107148, 30.02897587037814 59.96780341169907))"
3705,3705,"POLYGON ((30.029776595549723 59.97656344865625, 30.030577814596796 59.98532346742293, 30.048060334797917 59.98492072406083, 30.04725451114858 59.97616084669866, 30.029776595549723 59.97656344865625))"
3706,3706,"POLYGON ((30.030577814596796 59.98532346742293, 30.03137952794782 59.99408346799554, 30.048866655578166 59.99368058315439, 30.048060334797917 59.98492072406083, 30.030577814596796 59.98532346742293))"
3707,3707,"POLYGON ((30.03137952794782 59.99408346799554, 30.032181736031763 60.00284345037049, 30.04967347392073 60.002440423975635, 30.048866655578166 59.99368058315439, 30.03137952794782 59.99408346799554))"
3708,3708,"POLYGON ((30.032181736031763 60.00284345037049, 30.032984439278106 60.011603414544155, 30.05048079025752 60.01120024652087, 30.04967347392073 60.002440423975635, 30.032181736031763 60.00284345037049))"
3709,3709,"POLYGON ((30.032984439278106 60.011603414544155, 30.033787638116806 60.020363360512874, 30.05128860502095 60.01996005078641, 30.05048079025752 60.01120024652087, 30.032984439278106 60.011603414544155))"
3710,3710,"POLYGON ((30.033787638116806 60.020363360512874, 30.03459133297835 60.02912328827311, 30.05209691864393 60.02871983676864, 30.05128860502095 60.01996005078641, 30.033787638116806 60.020363360512874))"
3711,3711,"POLYGON ((30.03459133297835 60.02912328827311, 30.0353955242937 60.03788319782116, 30.05290573155989 60.03747960446377, 30.05209691864393 60.02871983676864, 30.03459133297835 60.02912328827311))"
3712,3712,"POLYGON ((30.0353955242937 60.03788319782116, 30.036200212494347 60.04664308915343, 30.053715044202754 60.04623935386815, 30.05290573155989 60.03747960446377, 30.0353955242937 60.03788319782116))"
3713,3713,"POLYGON ((30.036200212494347 60.04664308915343, 30.037005398012262 60.05540296226625, 30.054524857006967 60.05499908497805, 30.053715044202754 60.04623935386815, 30.036200212494347 60.04664308915343))"
3714,3714,"POLYGON ((30.037005398012262 60.05540296226625, 30.03781108127995 60.064162817155996, 30.055335170407467 60.06375879778977, 30.054524857006967 60.05499908497805, 30.037005398012262 60.05540296226625))"
3715,3715,"POLYGON ((30.03781108127995 60.064162817155996, 30.038617262730398 60.072922653819035, 30.056145984839716 60.07251849229962, 30.055335170407467 60.06375879778977, 30.03781108127995 60.064162817155996))"
3716,3716,"POLYGON ((30.038617262730398 60.072922653819035, 30.039423942797107 60.081682472251636, 30.05695730073967 60.08127816850381, 30.056145984839716 60.07251849229962, 30.038617262730398 60.072922653819035))"
3717,3717,"POLYGON ((30.039423942797107 60.081682472251636, 30.04023112191409 60.09044227245021, 30.057769118543803 60.09003782639867, 30.05695730073967 60.08127816850381, 30.039423942797107 60.081682472251636))"
3718,3718,"POLYGON ((30.04023112191409 60.09044227245021, 30.041038800515853 60.09920205441107, 30.0585814386891 60.09879746598044, 30.057769118543803 60.09003782639867, 30.04023112191409 60.09044227245021))"
3719,3719,"POLYGON ((30.041038800515853 60.09920205441107, 30.04184697903743 60.107961818130526, 30.059394261613054 60.107557087245375, 30.0585814386891 60.09879746598044, 30.041038800515853 60.09920205441107))"
3720,3720,"POLYGON ((30.04184697903743 60.107961818130526, 30.042655657914356 60.1167215636049, 30.060207587753673 60.11631669018974, 30.059394261613054 60.107557087245375, 30.04184697903743 60.107961818130526))"
3721,3721,"POLYGON ((30.042655657914356 60.1167215636049, 30.043464837582672 60.125481290830535, 30.061021417549483 60.12507627480979, 30.060207587753673 60.11631669018974, 30.042655657914356 60.1167215636049))"
3722,3722,"POLYGON ((30.043464837582672 60.125481290830535, 30.044274518478936 60.134240999803694, 30.06183575143952 60.13383584110174, 30.061021417549483 60.12507627480979, 30.043464837582672 60.125481290830535))"
3723,3723,"POLYGON ((30.044274518478936 60.134240999803694, 30.04508470104022 60.14300069052073, 30.062650589863324 60.14259538906184, 30.06183575143952 60.13383584110174, 30.044274518478936 60.134240999803694))"
3724,3724,"POLYGON ((30.04508470104022 60.14300069052073, 30.0458953857041 60.15176036297792, 30.063465933260968 60.151354918686344, 30.062650589863324 60.14259538906184, 30.04508470104022 60.14300069052073))"
3725,3725,"POLYGON ((30.0458953857041 60.15176036297792, 30.04670657290867 60.16052001717153, 30.064281782073035 60.16011442997146, 30.063465933260968 60.151354918686344, 30.0458953857041 60.15176036297792))"
3726,3726,"POLYGON ((30.04670657290867 60.16052001717153, 30.04751826309254 60.169279653097895, 30.065098136740612 60.16887392291339, 30.064281782073035 60.16011442997146, 30.04670657290867 60.16052001717153))"
3727,3727,"POLYGON ((30.04751826309254 60.169279653097895, 30.048330456694824 60.17803927075323, 30.065914997705324 60.177633397508345, 30.065098136740612 60.16887392291339, 30.04751826309254 60.169279653097895))"
3728,3728,"POLYGON ((30.048330456694824 60.17803927075323, 30.04914315415517 60.18679887013387, 30.066732365409308 60.18639285375257, 30.065914997705324 60.177633397508345, 30.048330456694824 60.17803927075323))"
3729,3729,"POLYGON ((30.04914315415517 60.18679887013387, 30.04995635591373 60.19555845123606, 30.0675502402952 60.19515229164222, 30.066732365409308 60.18639285375257, 30.04914315415517 60.18679887013387))"
3730,3730,"POLYGON ((30.04995635591373 60.19555845123606, 30.05077006241118 60.20431801405605, 30.068368622806197 60.20391171117355, 30.0675502402952 60.19515229164222, 30.04995635591373 60.19555845123606))"
3731,3731,"POLYGON ((30.05077006241118 60.20431801405605, 30.051584274088686 60.21307755859012, 30.06918751338597 60.21267111234267, 30.068368622806197 60.20391171117355, 30.05077006241118 60.20431801405605))"
3732,3732,"POLYGON ((30.051584274088686 60.21307755859012, 30.05239899138798 60.22183708483453, 30.07000691247875 60.22143049514585, 30.06918751338597 60.21267111234267, 30.051584274088686 60.21307755859012))"
3733,3733,"POLYGON ((30.05239899138798 60.22183708483453, 30.053214214751282 60.23059659278548, 30.070826820529263 60.23018985957919, 30.07000691247875 60.22143049514585, 30.05239899138798 60.22183708483453))"
3734,3734,"POLYGON ((30.053214214751282 60.23059659278548, 30.054029944621334 60.239356082439244, 30.071647237982777 60.23894920563891, 30.070826820529263 60.23018985957919, 30.053214214751282 60.23059659278548))"
3735,3735,"POLYGON ((30.054029944621334 60.239356082439244, 30.05484618144141 60.24811555379207, 30.072468165285073 60.24770853332117, 30.071647237982777 60.23894920563891, 30.054029944621334 60.239356082439244))"
3736,3736,"POLYGON ((30.05484618144141 60.24811555379207, 30.05566292565529 60.25687500684014, 30.07328960288246 60.256467842622115, 30.072468165285073 60.24770853332117, 30.05484618144141 60.24811555379207))"
3737,3737,"POLYGON ((30.05566292565529 60.25687500684014, 30.056480177707297 60.26563444157972, 30.074111551221776 60.265227133537906, 30.07328960288246 60.256467842622115, 30.05566292565529 60.25687500684014))"
3738,3738,"POLYGON ((30.056480177707297 60.26563444157972, 30.05729793804225 60.27439385800702, 30.074934010750376 60.273986406064715, 30.074111551221776 60.265227133537906, 30.056480177707297 60.26563444157972))"
3739,3739,"POLYGON ((30.05729793804225 60.27439385800702, 30.058116207105527 60.283153256118226, 30.075756981916147 60.28274566019864, 30.074934010750376 60.273986406064715, 30.05729793804225 60.27439385800702))"
3740,3740,"POLYGON ((30.058116207105527 60.283153256118226, 30.058934985342994 60.29191263590955, 30.076580465167503 60.29150489593585, 30.075756981916147 60.28274566019864, 30.058116207105527 60.283153256118226))"
3741,3741,"POLYGON ((30.00680675125136 59.529382961296, 30.00758778169957 59.538143765617804, 30.02483854275044 59.53774586816046, 30.024053049115498 59.52898520231281, 30.00680675125136 59.529382961296))"
3742,3742,"POLYGON ((30.00758778169957 59.538143765617804, 30.00836928792791 59.54690455185103, 30.025624514871414 59.5465065158478, 30.02483854275044 59.53774586816046, 30.00758778169957 59.538143765617804))"
3743,3743,"POLYGON ((30.00836928792791 59.54690455185103, 30.009151270343057 59.555665319992265, 30.026410965887376 59.55526714537138, 30.025624514871414 59.5465065158478, 30.00836928792791 59.54690455185103))"
3744,3744,"POLYGON ((30.009151270343057 59.555665319992265, 30.00993372935214 59.56442607003816, 30.027197896207774 59.564027756727775, 30.026410965887376 59.55526714537138, 30.009151270343057 59.555665319992265))"
3745,3745,"POLYGON ((30.00993372935214 59.56442607003816, 30.010716665362775 59.573186801985244, 30.027985306242513 59.57278834991343, 30.027197896207774 59.564027756727775, 30.00993372935214 59.56442607003816))"
3746,3746,"POLYGON ((30.010716665362775 59.573186801985244, 30.01150007878302 59.58194751583018, 30.02877319640196 59.581548924924945, 30.027985306242513 59.57278834991343, 30.010716665362775 59.573186801985244))"
3747,3747,"POLYGON ((30.01150007878302 59.58194751583018, 30.01228397002143 59.59070821156945, 30.029561567096973 59.590309481758794, 30.02877319640196 59.581548924924945, 30.01150007878302 59.58194751583018))"
3748,3748,"POLYGON ((30.01228397002143 59.59070821156945, 30.013068339487017 59.5994688891997, 30.030350418738884 59.599070020411524, 30.029561567096973 59.590309481758794, 30.01228397002143 59.59070821156945))"
3749,3749,"POLYGON ((30.013068339487017 59.5994688891997, 30.013853187589266 59.6082295487175, 30.03113975173948 59.60783054087961, 30.030350418738884 59.599070020411524, 30.013068339487017 59.5994688891997))"
3750,3750,"POLYGON ((30.013853187589266 59.6082295487175, 30.01463851473813 59.616990190119346, 30.03192956651104 59.616591043159545, 30.03113975173948 59.60783054087961, 30.013853187589266 59.6082295487175))"
3751,3751,"POLYGON ((30.01463851473813 59.616990190119346, 30.015424321344042 59.62575081340188, 30.0327198634663 59.62535152724787, 30.03192956651104 59.616591043159545, 30.01463851473813 59.616990190119346))"
3752,3752,"POLYGON ((30.015424321344042 59.62575081340188, 30.01621060781791 59.63451141856164, 30.033510643018506 59.63411199314106, 30.0327198634663 59.62535152724787, 30.015424321344042 59.62575081340188))"
3753,3753,"POLYGON ((30.01621060781791 59.63451141856164, 30.016997374571098 59.64327200559512, 30.03430190558133 59.642872440835575, 30.033510643018506 59.63411199314106, 30.01621060781791 59.63451141856164))"
3754,3754,"POLYGON ((30.016997374571098 59.64327200559512, 30.01778462201547 59.652032574498925, 30.035093651568975 59.651632870327916, 30.03430190558133 59.642872440835575, 30.016997374571098 59.64327200559512))"
3755,3755,"POLYGON ((30.01778462201547 59.652032574498925, 30.018572350563343 59.66079312526959, 30.035885881396073 59.66039328161459, 30.035093651568975 59.651632870327916, 30.01778462201547 59.652032574498925))"
3756,3756,"POLYGON ((30.018572350563343 59.66079312526959, 30.019360560627522 59.66955365790362, 30.036678595477774 59.669153674692005, 30.035885881396073 59.66039328161459, 30.018572350563343 59.66079312526959))"
3757,3757,"POLYGON ((30.019360560627522 59.66955365790362, 30.020149252621287 59.67831417239754, 30.03747179422969 59.67791404955669, 30.036678595477774 59.669153674692005, 30.019360560627522 59.66955365790362))"
3758,3758,"POLYGON ((30.020149252621287 59.67831417239754, 30.020938426958402 59.687074668747904, 30.0382654780679 59.68667440620507, 30.03747179422969 59.67791404955669, 30.020149252621287 59.67831417239754))"
3759,3759,"POLYGON ((30.020938426958402 59.687074668747904, 30.02172808405308 59.695835146951225, 30.039059647408994 59.6954347446336, 30.0382654780679 59.68667440620507, 30.020938426958402 59.687074668747904))"
3760,3760,"POLYGON ((30.02172808405308 59.695835146951225, 30.02251822432006 59.704595607004, 30.039854302670015 59.70419506483875, 30.039059647408994 59.6954347446336, 30.02172808405308 59.695835146951225))"
3761,3761,"POLYGON ((30.02251822432006 59.704595607004, 30.023308848174512 59.71335604890273, 30.040649444268503 59.712955366816914, 30.039854302670015 59.70419506483875, 30.02251822432006 59.704595607004))"
3762,3762,"POLYGON ((30.023308848174512 59.71335604890273, 30.024099956032128 59.72211647264396, 30.04144507262248 59.721715650564576, 30.040649444268503 59.712955366816914, 30.023308848174512 59.71335604890273))"
3763,3763,"POLYGON ((30.024099956032128 59.72211647264396, 30.02489154830904 59.73087687822414, 30.042241188150452 59.73047591607816, 30.04144507262248 59.721715650564576, 30.024099956032128 59.72211647264396))"
3764,3764,"POLYGON ((30.02489154830904 59.73087687822414, 30.025683625421898 59.73963726563978, 30.043037791271395 59.73923616335409, 30.042241188150452 59.73047591607816, 30.02489154830904 59.73087687822414))"
3765,3765,"POLYGON ((30.025683625421898 59.73963726563978, 30.02647618778781 59.74839763488736, 30.043834882404784 59.747996392388785, 30.043037791271395 59.73923616335409, 30.025683625421898 59.73963726563978))"
3766,3766,"POLYGON ((30.02647618778781 59.74839763488736, 30.02726923582438 59.75715798596338, 30.04463246197059 59.75675660317871, 30.043834882404784 59.747996392388785, 30.02647618778781 59.74839763488736))"
3767,3767,"POLYGON ((30.02726923582438 59.75715798596338, 30.028062769949692 59.76591831886427, 30.04543053038924 59.76551679572018, 30.04463246197059 59.75675660317871, 30.02726923582438 59.75715798596338))"
3768,3768,"POLYGON ((30.028062769949692 59.76591831886427, 30.02885679058231 59.774678633586575, 30.04622908808167 59.77427697000966, 30.04543053038924 59.76551679572018, 30.028062769949692 59.76591831886427))"
3769,3769,"POLYGON ((30.02885679058231 59.774678633586575, 30.02965129814128 59.78343893012671, 30.0470281354693 59.783037126043574, 30.04622908808167 59.77427697000966, 30.02885679058231 59.774678633586575))"
3770,3770,"POLYGON ((30.02965129814128 59.78343893012671, 30.030446293046154 59.79219920848112, 30.047827672974037 59.79179726381826, 30.0470281354693 59.783037126043574, 30.02965129814128 59.78343893012671))"
3771,3771,"POLYGON ((30.030446293046154 59.79219920848112, 30.031241775716943 59.800959468646305, 30.048627701018276 59.800557383330144, 30.047827672974037 59.79179726381826, 30.030446293046154 59.79219920848112))"
3772,3772,"POLYGON ((30.031241775716943 59.800959468646305, 30.03203774657416 59.80971971061869, 30.0494282200249 59.80931748457563, 30.048627701018276 59.800557383330144, 30.031241775716943 59.800959468646305))"
3773,3773,"POLYGON ((30.03203774657416 59.80971971061869, 30.032834206038807 59.8184799343947, 30.05022923041728 59.818077567551036, 30.0494282200249 59.80931748457563, 30.03203774657416 59.80971971061869))"
3774,3774,"POLYGON ((30.032834206038807 59.8184799343947, 30.033631154532372 59.82724013997079, 30.051030732619292 59.82683763225279, 30.05022923041728 59.818077567551036, 30.032834206038807 59.8184799343947))"
3775,3775,"POLYGON ((30.033631154532372 59.82724013997079, 30.03442859247682 59.836000327343406, 30.05183272705529 59.83559767867723, 30.051030732619292 59.82683763225279, 30.033631154532372 59.82724013997079))"
3776,3776,"POLYGON ((30.03442859247682 59.836000327343406, 30.035226520294636 59.84476049650893, 30.05263521415012 59.8443577068207, 30.05183272705529 59.83559767867723, 30.03442859247682 59.836000327343406))"
3777,3777,"POLYGON ((30.035226520294636 59.84476049650893, 30.036024938408758 59.85352064746387, 30.05343819432914 59.85311771667962, 30.05263521415012 59.8443577068207, 30.035226520294636 59.84476049650893))"
3778,3778,"POLYGON ((30.036024938408758 59.85352064746387, 30.036823847242648 59.86228078020454, 30.054241668018175 59.86187770825029, 30.05343819432914 59.85311771667962, 30.036024938408758 59.85352064746387))"
3779,3779,"POLYGON ((30.036823847242648 59.86228078020454, 30.037623247220232 59.87104089472743, 30.055045635643566 59.87063768152908, 30.054241668018175 59.86187770825029, 30.036823847242648 59.86228078020454))"
3780,3780,"POLYGON ((30.037623247220232 59.87104089472743, 30.038423138765953 59.87980099102891, 30.055850097632142 59.87939763651231, 30.055045635643566 59.87063768152908, 30.037623247220232 59.87104089472743))"
3781,3781,"POLYGON ((30.038423138765953 59.87980099102891, 30.03922352230473 59.88856106910537, 30.056655054411216 59.88815757319634, 30.055850097632142 59.87939763651231, 30.038423138765953 59.87980099102891))"
3782,3782,"POLYGON ((30.03922352230473 59.88856106910537, 30.04002439826199 59.89732112895323, 30.05746050640863 59.89691749157746, 30.056655054411216 59.88815757319634, 30.03922352230473 59.88856106910537))"
3783,3783,"POLYGON ((30.04002439826199 59.89732112895323, 30.04082576706364 59.90608117056885, 30.05826645405268 59.90567739165202, 30.05746050640863 59.89691749157746, 30.04002439826199 59.89732112895323))"
3784,3784,"POLYGON ((30.04082576706364 59.90608117056885, 30.041627629136098 59.91484119394864, 30.059072897772207 59.91443727341636, 30.05826645405268 59.90567739165202, 30.04082576706364 59.90608117056885))"
3785,3785,"POLYGON ((30.041627629136098 59.91484119394864, 30.042429984906256 59.92360119908897, 30.05987983799651 59.92319713686677, 30.059072897772207 59.91443727341636, 30.041627629136098 59.91484119394864))"
3786,3786,"POLYGON ((30.042429984906256 59.92360119908897, 30.043232834801533 59.93236118598622, 30.06068727515541 59.93195698199954, 30.05987983799651 59.92319713686677, 30.042429984906256 59.92360119908897))"
3787,3787,"POLYGON ((30.043232834801533 59.93236118598622, 30.044036179249822 59.94112115463672, 30.061495209679222 59.940716808810976, 30.06068727515541 59.93195698199954, 30.043232834801533 59.93236118598622))"
3788,3788,"POLYGON ((30.044036179249822 59.94112115463672, 30.044840018679523 59.94988110503687, 30.06230364199877 59.949476617297385, 30.061495209679222 59.940716808810976, 30.044036179249822 59.94112115463672))"
3789,3789,"POLYGON ((30.044840018679523 59.94988110503687, 30.045644353519535 59.95864103718299, 30.063112572545364 59.95823640745507, 30.06230364199877 59.949476617297385, 30.044840018679523 59.94988110503687))"
3790,3790,"POLYGON ((30.045644353519535 59.95864103718299, 30.046449184199254 59.96740095107148, 30.06392200175084 59.96699617928027, 30.063112572545364 59.95823640745507, 30.045644353519535 59.95864103718299))"
3791,3791,"POLYGON ((30.046449184199254 59.96740095107148, 30.04725451114858 59.97616084669866, 30.06473193004751 59.975755932769346, 30.06392200175084 59.96699617928027, 30.046449184199254 59.96740095107148))"
3792,3792,"POLYGON ((30.04725451114858 59.97616084669866, 30.048060334797917 59.98492072406083, 30.06554235786822 59.984515667918465, 30.06473193004751 59.975755932769346, 30.04725451114858 59.97616084669866))"
3793,3793,"POLYGON ((30.048060334797917 59.98492072406083, 30.048866655578166 59.99368058315439, 30.066353285646283 59.99327538472396, 30.06554235786822 59.984515667918465, 30.048060334797917 59.98492072406083))"
3794,3794,"POLYGON ((30.048866655578166 59.99368058315439, 30.04967347392073 60.002440423975635, 30.067164713815558 60.00203508318208, 30.066353285646283 59.99327538472396, 30.048866655578166 59.99368058315439))"
3795,3795,"POLYGON ((30.04967347392073 60.002440423975635, 30.05048079025752 60.01120024652087, 30.067976642810386 60.01079476328911, 30.067164713815558 60.00203508318208, 30.04967347392073 60.002440423975635))"
3796,3796,"POLYGON ((30.05048079025752 60.01120024652087, 30.05128860502095 60.01996005078641, 30.06878907306562 60.01955442504122, 30.067976642810386 60.01079476328911, 30.05048079025752 60.01120024652087))"
3797,3797,"POLYGON ((30.05128860502095 60.01996005078641, 30.05209691864393 60.02871983676864, 30.069602005016616 60.02831406843475, 30.06878907306562 60.01955442504122, 30.05128860502095 60.01996005078641))"
3798,3798,"POLYGON ((30.05209691864393 60.02871983676864, 30.05290573155989 60.03747960446377, 30.07041543909925 60.03707369346585, 30.069602005016616 60.02831406843475, 30.05209691864393 60.02871983676864))"
3799,3799,"POLYGON ((30.05290573155989 60.03747960446377, 30.053715044202754 60.04623935386815, 30.0712293757499 60.04583330013083, 30.07041543909925 60.03707369346585, 30.05290573155989 60.03747960446377))"
3800,3800,"POLYGON ((30.053715044202754 60.04623935386815, 30.054524857006967 60.05499908497805, 30.07204381540546 60.05459288842587, 30.0712293757499 60.04583330013083, 30.053715044202754 60.04623935386815))"
3801,3801,"POLYGON ((30.054524857006967 60.05499908497805, 30.055335170407467 60.06375879778977, 30.072858758503326 60.06335245834718, 30.07204381540546 60.05459288842587, 30.054524857006967 60.05499908497805))"
3802,3802,"POLYGON ((30.055335170407467 60.06375879778977, 30.056145984839716 60.07251849229962, 30.073674205481414 60.072112009891036, 30.072858758503326 60.06335245834718, 30.055335170407467 60.06375879778977))"
3803,3803,"POLYGON ((30.056145984839716 60.07251849229962, 30.05695730073967 60.08127816850381, 30.074490156778133 60.08087154305359, 30.073674205481414 60.072112009891036, 30.056145984839716 60.07251849229962))"
3804,3804,"POLYGON ((30.05695730073967 60.08127816850381, 30.057769118543803 60.09003782639867, 30.07530661283244 60.08963105783108, 30.074490156778133 60.08087154305359, 30.05695730073967 60.08127816850381))"
3805,3805,"POLYGON ((30.057769118543803 60.09003782639867, 30.0585814386891 60.09879746598044, 30.07612357408377 60.09839055421969, 30.07530661283244 60.08963105783108, 30.057769118543803 60.09003782639867))"
3806,3806,"POLYGON ((30.0585814386891 60.09879746598044, 30.059394261613054 60.107557087245375, 30.07694104097209 60.1071500322156, 30.07612357408377 60.09839055421969, 30.0585814386891 60.09879746598044))"
3807,3807,"POLYGON ((30.059394261613054 60.107557087245375, 30.060207587753673 60.11631669018974, 30.07775901393789 60.115909491815, 30.07694104097209 60.1071500322156, 30.059394261613054 60.107557087245375))"
3808,3808,"POLYGON ((30.060207587753673 60.11631669018974, 30.061021417549483 60.12507627480979, 30.07857749342216 60.12466893301412, 30.07775901393789 60.115909491815, 30.060207587753673 60.11631669018974))"
3809,3809,"POLYGON ((30.061021417549483 60.12507627480979, 30.06183575143952 60.13383584110174, 30.079396479866414 60.133428355809066, 30.07857749342216 60.12466893301412, 30.061021417549483 60.12507627480979))"
3810,3810,"POLYGON ((30.06183575143952 60.13383584110174, 30.062650589863324 60.14259538906184, 30.08021597371268 60.14218776019604, 30.079396479866414 60.133428355809066, 30.06183575143952 60.13383584110174))"
3811,3811,"POLYGON ((30.062650589863324 60.14259538906184, 30.063465933260968 60.151354918686344, 30.08103597540351 60.15094714617121, 30.08021597371268 60.14218776019604, 30.062650589863324 60.14259538906184))"
