,grid_id_origin,time_origin,grid_id_dest,time_dest,trips_cnt
9882,4669,00:00:00,6385,01:00:00,1
9883,4669,01:00:00,4578,02:00:00,1
9884,4669,01:00:00,4579,01:00:00,1
9885,4669,01:00:00,4663,02:00:00,1
9886,4669,01:00:00,4752,02:00:00,1
9887,4669,01:00:00,4824,02:00:00,1
9888,4669,01:00:00,4839,01:00:00,1
9889,4669,01:00:00,4926,01:00:00,1
9890,4669,01:00:00,5009,01:00:00,1
9891,4669,01:00:00,5017,01:00:00,1
9892,4669,01:00:00,5100,01:00:00,1
9893,4669,01:00:00,5104,02:00:00,1
9894,4669,01:00:00,5108,01:00:00,1
9895,4669,01:00:00,5188,01:00:00,1
9896,4669,01:00:00,5196,01:00:00,1
9897,4669,01:00:00,5196,02:00:00,1
9898,4669,01:00:00,5267,01:00:00,1
9899,4669,01:00:00,5348,01:00:00,1
9900,4669,01:00:00,5353,01:00:00,2
9901,4669,01:00:00,5353,02:00:00,1
9902,4669,01:00:00,5440,02:00:00,1
9903,4669,01:00:00,5530,02:00:00,1
9904,4669,01:00:00,5604,02:00:00,1
9905,4669,01:00:00,5613,01:00:00,1
9906,4669,01:00:00,5629,02:00:00,1
9907,4669,01:00:00,5784,02:00:00,1
9908,4669,01:00:00,5785,02:00:00,1
9909,4669,01:00:00,5791,01:00:00,1
9910,4669,01:00:00,5800,01:00:00,1
9911,4669,02:00:00,3768,03:00:00,1
9912,4669,02:00:00,4490,02:00:00,1
9913,4669,02:00:00,4491,03:00:00,1
9914,4669,02:00:00,4832,02:00:00,1
9915,4669,02:00:00,4832,03:00:00,1
9916,4669,02:00:00,4839,03:00:00,1
9917,4669,02:00:00,5014,02:00:00,1
9918,4669,02:00:00,5016,02:00:00,1
9919,4669,02:00:00,5020,02:00:00,1
9920,4669,02:00:00,5104,03:00:00,1
9921,4669,02:00:00,5107,02:00:00,1
9922,4669,02:00:00,5185,02:00:00,1
9923,4669,02:00:00,5360,02:00:00,1
9924,4669,02:00:00,5629,03:00:00,1
9925,4669,02:00:00,5715,02:00:00,1
9926,4669,02:00:00,5716,03:00:00,1
9927,4669,02:00:00,5785,03:00:00,2
9928,4669,02:00:00,5802,02:00:00,1
9929,4669,02:00:00,6136,03:00:00,1
9930,4669,02:00:00,6299,03:00:00,1
9931,4669,03:00:00,4578,03:00:00,1
9932,4669,03:00:00,4676,04:00:00,1
9933,4669,03:00:00,4756,03:00:00,1
9934,4669,03:00:00,4903,04:00:00,2
9935,4669,03:00:00,4926,03:00:00,1
9936,4669,03:00:00,5008,03:00:00,1
9937,4669,03:00:00,5014,03:00:00,1
9938,4669,03:00:00,5446,04:00:00,1
9939,4669,03:00:00,5623,03:00:00,1
9940,4669,03:00:00,5626,03:00:00,1
9941,4669,03:00:00,5628,04:00:00,1
9942,4669,03:00:00,5724,03:00:00,1
9943,4669,03:00:00,5803,03:00:00,1
9944,4669,04:00:00,4146,05:00:00,1
9945,4669,04:00:00,4492,05:00:00,1
9946,4669,04:00:00,4666,04:00:00,1
9947,4669,04:00:00,4903,04:00:00,1
9948,4669,04:00:00,4903,05:00:00,1
9949,4669,04:00:00,4929,05:00:00,1
9950,4669,04:00:00,5016,04:00:00,1
9951,4669,04:00:00,5185,05:00:00,1
9952,4669,04:00:00,5192,05:00:00,1
9953,4669,04:00:00,5284,04:00:00,1
9954,4669,04:00:00,5353,05:00:00,1
9955,4669,04:00:00,5361,04:00:00,1
9956,4669,04:00:00,5716,05:00:00,1
9957,4669,04:00:00,5874,05:00:00,1
9958,4669,05:00:00,2478,06:00:00,1
9959,4669,05:00:00,4577,05:00:00,1
9960,4669,05:00:00,4582,05:00:00,1
9961,4669,05:00:00,4757,06:00:00,1
9962,4669,05:00:00,4840,06:00:00,1
9963,4669,05:00:00,4903,05:00:00,1
9964,4669,05:00:00,4903,06:00:00,3
9965,4669,05:00:00,4990,06:00:00,2
9966,4669,05:00:00,5013,05:00:00,1
9967,4669,05:00:00,5089,06:00:00,1
9968,4669,05:00:00,5093,06:00:00,1
9969,4669,05:00:00,5101,05:00:00,1
9970,4669,05:00:00,5264,06:00:00,1
9971,4669,05:00:00,5353,05:00:00,1
9972,4669,05:00:00,5353,06:00:00,1
9973,4669,05:00:00,5709,06:00:00,1
9974,4669,06:00:00,4665,06:00:00,1
9975,4669,06:00:00,4750,06:00:00,1
9976,4669,06:00:00,4839,06:00:00,1
9977,4669,06:00:00,4841,06:00:00,1
9978,4669,06:00:00,5187,06:00:00,1
9979,4669,06:00:00,5278,06:00:00,1
9980,4669,22:00:00,4489,22:00:00,1
9981,4669,22:00:00,4576,22:00:00,1
9982,4669,22:00:00,4663,23:00:00,1
9983,4669,22:00:00,4666,22:00:00,1
9984,4669,22:00:00,4668,22:00:00,1
9985,4669,22:00:00,4754,22:00:00,1
9986,4669,22:00:00,4848,22:00:00,1
9987,4669,22:00:00,4903,23:00:00,1
9988,4669,22:00:00,4915,23:00:00,1
9989,4669,22:00:00,5010,22:00:00,1
9990,4669,22:00:00,5011,22:00:00,1
9991,4669,22:00:00,5013,22:00:00,1
9992,4669,22:00:00,5094,23:00:00,1
9993,4669,22:00:00,5103,22:00:00,1
9994,4669,22:00:00,5103,23:00:00,1
9995,4669,22:00:00,5105,23:00:00,2
9996,4669,22:00:00,5182,23:00:00,1
9997,4669,22:00:00,5192,22:00:00,1
9998,4669,22:00:00,5268,22:00:00,1
9999,4669,22:00:00,5268,23:00:00,1
10000,4669,22:00:00,5272,23:00:00,1
10001,4669,22:00:00,5353,23:00:00,3
10002,4669,22:00:00,5359,22:00:00,1
10003,4669,22:00:00,5444,23:00:00,1
10004,4669,22:00:00,5519,23:00:00,1
10005,4669,22:00:00,5527,23:00:00,1
10006,4669,22:00:00,5536,22:00:00,1
10007,4669,22:00:00,5626,23:00:00,1
10008,4669,22:00:00,5628,23:00:00,1
10009,4669,22:00:00,5884,23:00:00,1
10010,4669,22:00:00,5964,23:00:00,1
10011,4669,23:00:00,4491,00:00:00,1
10012,4669,23:00:00,4502,23:00:00,1
10013,4669,23:00:00,4571,23:00:00,1
10014,4669,23:00:00,4659,23:00:00,1
10015,4669,23:00:00,4665,00:00:00,1
10016,4669,23:00:00,4665,23:00:00,1
10017,4669,23:00:00,4746,00:00:00,1
10018,4669,23:00:00,4764,23:00:00,1
10019,4669,23:00:00,4839,23:00:00,1
10020,4669,23:00:00,4840,23:00:00,1
10021,4669,23:00:00,4844,23:00:00,1
10022,4669,23:00:00,4846,23:00:00,1
10023,4669,23:00:00,4903,00:00:00,1
10024,4669,23:00:00,4925,23:00:00,1
10025,4669,23:00:00,5002,00:00:00,1
10026,4669,23:00:00,5009,00:00:00,1
10027,4669,23:00:00,5013,23:00:00,1
10028,4669,23:00:00,5089,00:00:00,1
10029,4669,23:00:00,5089,23:00:00,1
10030,4669,23:00:00,5092,00:00:00,1
10031,4669,23:00:00,5096,00:00:00,1
10032,4669,23:00:00,5097,23:00:00,1
10033,4669,23:00:00,5100,23:00:00,1
10034,4669,23:00:00,5109,00:00:00,1
10035,4669,23:00:00,5109,23:00:00,1
10036,4669,23:00:00,5179,00:00:00,1
10037,4669,23:00:00,5257,23:00:00,1
10038,4669,23:00:00,5266,00:00:00,2
10039,4669,23:00:00,5266,23:00:00,1
10040,4669,23:00:00,5267,23:00:00,1
10041,4669,23:00:00,5268,23:00:00,1
10042,4669,23:00:00,5277,00:00:00,1
10043,4669,23:00:00,5280,00:00:00,1
10044,4669,23:00:00,5353,00:00:00,3
10045,4669,23:00:00,5359,00:00:00,1
10046,4669,23:00:00,5365,23:00:00,1
10047,4669,23:00:00,5434,00:00:00,1
10048,4669,23:00:00,5451,00:00:00,1
10049,4669,23:00:00,5501,00:00:00,1
10050,4669,23:00:00,5626,00:00:00,1
10051,4669,23:00:00,5627,23:00:00,1
10052,4669,23:00:00,5700,00:00:00,1
10053,4669,23:00:00,5716,00:00:00,2
10054,4669,23:00:00,5716,23:00:00,1
10055,4669,23:00:00,5717,00:00:00,1
10056,4669,23:00:00,5784,00:00:00,1
10057,4669,23:00:00,5787,23:00:00,1
10058,4669,23:00:00,5800,23:00:00,1
10059,4669,23:00:00,5876,00:00:00,1
10060,4669,23:00:00,5965,00:00:00,1
10061,4669,23:00:00,6051,00:00:00,1
10062,4669,23:00:00,6385,00:00:00,1
10063,4669,23:00:00,7177,00:00:00,1
10064,4670,00:00:00,4929,00:00:00,1
10065,4670,22:00:00,4146,23:00:00,1
10066,4670,22:00:00,4673,22:00:00,1
10067,4670,22:00:00,5020,22:00:00,1
10068,4670,22:00:00,5196,22:00:00,1
10069,4670,23:00:00,4921,23:00:00,1
10070,4671,00:00:00,4674,00:00:00,1
10071,4671,00:00:00,5008,00:00:00,1
10072,4671,00:00:00,5180,01:00:00,1
10073,4671,00:00:00,5272,00:00:00,1
10074,4671,00:00:00,5365,00:00:00,1
10075,4671,01:00:00,5106,01:00:00,1
10076,4671,02:00:00,5884,03:00:00,1
10077,4671,03:00:00,4928,03:00:00,1
10078,4671,04:00:00,5628,05:00:00,1
10079,4671,22:00:00,4576,22:00:00,1
10080,4671,22:00:00,4755,23:00:00,1
10081,4671,22:00:00,4762,22:00:00,1
10082,4671,22:00:00,5104,22:00:00,1
10083,4671,22:00:00,5456,23:00:00,1
10084,4671,22:00:00,5867,23:00:00,1
10085,4671,23:00:00,4508,00:00:00,1
10086,4671,23:00:00,5534,00:00:00,1
10087,4673,00:00:00,3729,00:00:00,1
10088,4673,00:00:00,4753,00:00:00,1
10089,4673,00:00:00,4756,01:00:00,1
10090,4673,00:00:00,4840,01:00:00,1
10091,4673,00:00:00,5019,00:00:00,1
10092,4673,00:00:00,5020,01:00:00,1
10093,4673,00:00:00,5097,01:00:00,1
10094,4673,00:00:00,5102,00:00:00,1
10095,4673,00:00:00,5104,00:00:00,1
10096,4673,00:00:00,5108,01:00:00,1
10097,4673,00:00:00,5353,01:00:00,1
10098,4673,00:00:00,5455,01:00:00,1
10099,4673,00:00:00,5627,00:00:00,1
10100,4673,00:00:00,5803,00:00:00,1
10101,4673,00:00:00,5874,01:00:00,1
10102,4673,01:00:00,2401,02:00:00,1
10103,4673,01:00:00,4490,01:00:00,1
10104,4673,01:00:00,4582,01:00:00,1
10105,4673,01:00:00,4841,01:00:00,1
10106,4673,01:00:00,5019,01:00:00,1
10107,4673,01:00:00,5020,01:00:00,2
10108,4673,01:00:00,5106,01:00:00,1
10109,4673,01:00:00,5532,01:00:00,1
10110,4673,01:00:00,5532,02:00:00,1
10111,4673,01:00:00,5702,01:00:00,1
10112,4673,01:00:00,5954,02:00:00,1
10113,4673,02:00:00,4507,03:00:00,1
10114,4673,02:00:00,4756,02:00:00,1
10115,4673,02:00:00,4762,02:00:00,1
10116,4673,02:00:00,4777,02:00:00,1
10117,4673,02:00:00,4845,02:00:00,1
10118,4673,02:00:00,4846,02:00:00,1
10119,4673,02:00:00,4927,03:00:00,1
10120,4673,02:00:00,5019,03:00:00,1
10121,4673,02:00:00,5020,02:00:00,1
10122,4673,02:00:00,5106,02:00:00,1
10123,4673,02:00:00,5109,02:00:00,1
10124,4673,02:00:00,5193,02:00:00,1
10125,4673,02:00:00,5269,03:00:00,1
10126,4673,02:00:00,5628,02:00:00,1
10127,4673,02:00:00,5704,03:00:00,1
10128,4673,03:00:00,4669,03:00:00,1
10129,4673,03:00:00,4927,03:00:00,1
10130,4673,03:00:00,5105,03:00:00,1
10131,4673,03:00:00,5186,04:00:00,1
10132,4673,03:00:00,5715,04:00:00,1
10133,4673,03:00:00,6048,03:00:00,1
10134,4673,04:00:00,4509,04:00:00,1
10135,4673,04:00:00,5367,04:00:00,2
10136,4673,04:00:00,5454,05:00:00,1
10137,4673,05:00:00,4577,05:00:00,1
10138,4673,05:00:00,4578,05:00:00,1
10139,4673,05:00:00,5101,06:00:00,1
10140,4673,05:00:00,5107,05:00:00,1
10141,4673,05:00:00,5353,06:00:00,2
10142,4673,06:00:00,4584,06:00:00,1
10143,4673,06:00:00,4669,06:00:00,1
10144,4673,06:00:00,5367,06:00:00,1
10145,4673,22:00:00,4578,23:00:00,1
10146,4673,22:00:00,4669,22:00:00,1
10147,4673,22:00:00,4824,23:00:00,1
10148,4673,22:00:00,5108,22:00:00,1
10149,4673,22:00:00,5266,23:00:00,1
10150,4673,22:00:00,5544,22:00:00,1
10151,4673,22:00:00,5626,22:00:00,1
10152,4673,22:00:00,5787,23:00:00,1
10153,4673,22:00:00,5803,23:00:00,1
10154,4673,22:00:00,5885,23:00:00,1
10155,4673,22:00:00,6758,23:00:00,1
10156,4673,23:00:00,4146,23:00:00,1
10157,4673,23:00:00,4578,23:00:00,1
10158,4673,23:00:00,4753,00:00:00,1
10159,4673,23:00:00,4927,23:00:00,1
10160,4673,23:00:00,5020,23:00:00,1
10161,4673,23:00:00,5084,00:00:00,1
10162,4673,23:00:00,5178,00:00:00,1
10163,4673,23:00:00,5353,00:00:00,1
10164,4673,23:00:00,5454,23:00:00,1
10165,4673,23:00:00,5620,23:00:00,1
10166,4673,23:00:00,5626,00:00:00,1
10167,4673,23:00:00,5786,00:00:00,1
10168,4674,00:00:00,4756,00:00:00,1
10169,4674,00:00:00,5195,01:00:00,1
10170,4674,00:00:00,5800,00:00:00,1
10171,4674,01:00:00,4837,02:00:00,1
10172,4674,01:00:00,5106,02:00:00,1
10173,4674,01:00:00,5184,01:00:00,1
10174,4674,02:00:00,5008,02:00:00,1
10175,4674,02:00:00,5102,02:00:00,1
10176,4674,03:00:00,4840,04:00:00,1
10177,4674,03:00:00,5629,04:00:00,1
10178,4674,05:00:00,4926,05:00:00,1
10179,4674,05:00:00,5702,05:00:00,1
10180,4674,23:00:00,4676,23:00:00,1
10181,4674,23:00:00,5193,23:00:00,1
10182,4674,23:00:00,5803,00:00:00,1
10183,4674,23:00:00,5877,00:00:00,1
10184,4675,22:00:00,4422,22:00:00,1
10185,4675,23:00:00,5196,23:00:00,1
10186,4676,22:00:00,5106,22:00:00,1
10187,4676,22:00:00,6635,23:00:00,1
10188,4676,23:00:00,5193,23:00:00,1
10189,4677,00:00:00,2688,01:00:00,1
10190,4677,00:00:00,5375,00:00:00,1
10191,4677,00:00:00,5625,00:00:00,1
10192,4677,01:00:00,5034,01:00:00,1
10193,4677,02:00:00,5427,03:00:00,1
10194,4677,03:00:00,5019,03:00:00,1
10195,4677,03:00:00,5103,03:00:00,1
10196,4677,03:00:00,5170,04:00:00,1
10197,4677,03:00:00,5366,04:00:00,1
10198,4677,05:00:00,5032,05:00:00,1
10199,4677,05:00:00,5107,05:00:00,1
10200,4677,05:00:00,5964,05:00:00,1
10201,4677,22:00:00,3469,22:00:00,1
10202,4677,22:00:00,4254,22:00:00,1
10203,4677,22:00:00,5196,22:00:00,1
10204,4677,22:00:00,5196,23:00:00,1
10205,4677,22:00:00,5263,23:00:00,1
10206,4677,22:00:00,5285,22:00:00,1
10207,4677,22:00:00,5344,23:00:00,1
10208,4677,22:00:00,5345,23:00:00,1
10209,4677,22:00:00,5450,23:00:00,1
10210,4677,22:00:00,5520,00:00:00,1
10211,4677,22:00:00,5983,22:00:00,1
10212,4677,23:00:00,4491,00:00:00,1
10213,4677,23:00:00,5096,00:00:00,1
10214,4677,23:00:00,5193,23:00:00,1
10215,4677,23:00:00,5272,23:00:00,1
10216,4677,23:00:00,5541,23:00:00,1
10217,4677,23:00:00,5784,00:00:00,1
10218,4678,00:00:00,4934,00:00:00,1
10219,4678,01:00:00,4933,01:00:00,1
10220,4678,02:00:00,5020,03:00:00,1
10221,4678,05:00:00,5019,05:00:00,1
10222,4678,22:00:00,3463,22:00:00,1
10223,4678,22:00:00,3549,23:00:00,1
10224,4678,22:00:00,4937,22:00:00,1
10225,4678,23:00:00,5106,23:00:00,1
10226,4678,23:00:00,5353,00:00:00,1
10227,4678,23:00:00,5958,00:00:00,1
10228,4682,03:00:00,5020,03:00:00,1
10229,4685,02:00:00,5207,03:00:00,1
10230,4687,04:00:00,5541,04:00:00,1
10231,4687,05:00:00,5366,05:00:00,1
10232,4687,23:00:00,4507,23:00:00,1
10233,4687,23:00:00,4508,23:00:00,1
10234,4687,23:00:00,5353,00:00:00,1
10235,4688,00:00:00,5195,00:00:00,1
10236,4688,22:00:00,4244,22:00:00,1
10237,4688,23:00:00,5032,23:00:00,1
10238,4688,23:00:00,5556,00:00:00,1
10239,4689,00:00:00,4507,00:00:00,1
10240,4691,02:00:00,5032,02:00:00,1
10241,4701,00:00:00,4268,01:00:00,1
10242,4701,00:00:00,4356,01:00:00,1
10243,4701,23:00:00,4268,23:00:00,1
10244,4702,00:00:00,4092,00:00:00,1
10245,4707,23:00:00,5141,23:00:00,1
10246,4708,00:00:00,4268,01:00:00,1
10247,4712,01:00:00,5501,01:00:00,1
10248,4713,05:00:00,5085,05:00:00,1
10249,4713,06:00:00,4267,06:00:00,1
10250,4714,00:00:00,5267,01:00:00,1
10251,4714,01:00:00,5623,02:00:00,1
10252,4715,23:00:00,5088,00:00:00,1
10253,4732,00:00:00,4380,00:00:00,1
10254,4732,00:00:00,4385,00:00:00,1
10255,4732,00:00:00,5003,01:00:00,1
10256,4732,00:00:00,5258,01:00:00,1
10257,4732,01:00:00,4211,01:00:00,1
10258,4732,02:00:00,4990,02:00:00,1
10259,4732,04:00:00,4903,05:00:00,1
10260,4732,05:00:00,4996,06:00:00,1
10261,4732,05:00:00,5265,06:00:00,1
10262,4732,05:00:00,5346,06:00:00,1
10263,4732,06:00:00,4472,06:00:00,1
10264,4732,22:00:00,2648,22:00:00,1
10265,4732,22:00:00,4211,22:00:00,1
10266,4732,22:00:00,4212,22:00:00,1
10267,4732,22:00:00,4388,23:00:00,1
10268,4732,22:00:00,5004,23:00:00,1
10269,4733,00:00:00,3084,01:00:00,1
10270,4733,00:00:00,4489,01:00:00,1
10271,4733,00:00:00,5592,01:00:00,1
10272,4733,01:00:00,4125,01:00:00,1
10273,4733,01:00:00,4300,02:00:00,1
10274,4733,01:00:00,5172,02:00:00,1
10275,4733,01:00:00,5353,02:00:00,1
10276,4733,01:00:00,5433,02:00:00,1
10277,4733,02:00:00,4038,02:00:00,1
10278,4733,02:00:00,5002,02:00:00,1
10279,4733,02:00:00,5167,02:00:00,1
10280,4733,03:00:00,4990,03:00:00,1
10281,4733,03:00:00,5178,03:00:00,1
10282,4733,05:00:00,4124,05:00:00,1
10283,4733,22:00:00,4037,22:00:00,1
10284,4733,22:00:00,5626,23:00:00,1
10285,4733,22:00:00,6042,23:00:00,1
10286,4733,23:00:00,4037,23:00:00,1
10287,4733,23:00:00,4038,23:00:00,1
10288,4733,23:00:00,5170,23:00:00,1
10289,4734,00:00:00,2823,01:00:00,1
10290,4734,00:00:00,3247,00:00:00,1
10291,4734,00:00:00,4124,01:00:00,1
10292,4734,00:00:00,4293,00:00:00,1
10293,4734,00:00:00,4297,00:00:00,1
10294,4734,00:00:00,4380,00:00:00,2
10295,4734,00:00:00,4903,01:00:00,1
10296,4734,00:00:00,4914,00:00:00,1
10297,4734,00:00:00,4914,01:00:00,1
10298,4734,00:00:00,4990,00:00:00,2
10299,4734,00:00:00,5091,00:00:00,1
10300,4734,00:00:00,5092,01:00:00,1
10301,4734,00:00:00,5164,01:00:00,1
10302,4734,00:00:00,5174,01:00:00,1
10303,4734,00:00:00,5179,00:00:00,1
10304,4734,00:00:00,5264,00:00:00,1
10305,4734,00:00:00,5348,01:00:00,1
10306,4734,00:00:00,5505,00:00:00,1
10307,4734,00:00:00,5521,01:00:00,1
10308,4734,00:00:00,5715,01:00:00,1
10309,4734,00:00:00,5877,00:00:00,1
10310,4734,01:00:00,3690,01:00:00,1
10311,4734,01:00:00,4037,01:00:00,1
10312,4734,01:00:00,4293,01:00:00,1
10313,4734,01:00:00,4380,01:00:00,1
10314,4734,01:00:00,4380,02:00:00,1
10315,4734,01:00:00,4660,02:00:00,1
10316,4734,01:00:00,4912,01:00:00,1
10317,4734,01:00:00,4990,02:00:00,1
10318,4734,01:00:00,5168,02:00:00,1
10319,4734,01:00:00,5170,02:00:00,1
10320,4734,01:00:00,5180,01:00:00,1
10321,4734,01:00:00,5343,01:00:00,1
10322,4734,01:00:00,5353,01:00:00,2
10323,4734,01:00:00,5354,02:00:00,1
10324,4734,01:00:00,5430,01:00:00,1
10325,4734,01:00:00,5540,01:00:00,1
10326,4734,01:00:00,5605,01:00:00,1
10327,4734,01:00:00,5605,02:00:00,1
10328,4734,01:00:00,5696,02:00:00,1
10329,4734,02:00:00,3256,03:00:00,1
10330,4734,02:00:00,4665,02:00:00,1
10331,4734,02:00:00,4840,03:00:00,1
10332,4734,02:00:00,4903,02:00:00,3
10333,4734,02:00:00,4912,02:00:00,1
10334,4734,02:00:00,4990,02:00:00,1
10335,4734,02:00:00,5165,03:00:00,1
10336,4734,02:00:00,5254,02:00:00,1
10337,4734,02:00:00,5255,02:00:00,1
10338,4734,02:00:00,5264,02:00:00,1
10339,4734,02:00:00,5353,03:00:00,1
10340,4734,02:00:00,5592,03:00:00,1
10341,4734,02:00:00,5717,03:00:00,1
10342,4734,02:00:00,6747,03:00:00,1
10343,4734,03:00:00,4388,04:00:00,1
10344,4734,03:00:00,4903,03:00:00,1
10345,4734,03:00:00,4990,03:00:00,1
10346,4734,03:00:00,5170,03:00:00,1
10347,4734,03:00:00,5266,03:00:00,2
10348,4734,03:00:00,7434,04:00:00,1
10349,4734,04:00:00,4300,04:00:00,1
10350,4734,04:00:00,4380,04:00:00,1
10351,4734,04:00:00,5093,04:00:00,1
10352,4734,04:00:00,5353,05:00:00,1
10353,4734,04:00:00,5434,04:00:00,1
10354,4734,04:00:00,5604,04:00:00,1
10355,4734,05:00:00,4903,06:00:00,1
10356,4734,05:00:00,5092,06:00:00,1
10357,4734,05:00:00,5179,06:00:00,1
10358,4734,05:00:00,5702,06:00:00,1
10359,4734,06:00:00,4990,06:00:00,1
10360,4734,22:00:00,3512,22:00:00,1
10361,4734,22:00:00,3947,22:00:00,1
10362,4734,22:00:00,4037,22:00:00,1
10363,4734,22:00:00,4124,23:00:00,1
10364,4734,22:00:00,4297,22:00:00,2
10365,4734,22:00:00,4299,22:00:00,1
10366,4734,22:00:00,4385,22:00:00,1
10367,4734,22:00:00,4386,22:00:00,1
10368,4734,22:00:00,4389,22:00:00,1
10369,4734,22:00:00,4827,23:00:00,1
10370,4734,22:00:00,4903,23:00:00,1
10371,4734,22:00:00,4911,22:00:00,1
10372,4734,22:00:00,4990,22:00:00,1
10373,4734,22:00:00,5167,23:00:00,1
10374,4734,22:00:00,5170,23:00:00,1
10375,4734,22:00:00,5266,23:00:00,3
10376,4734,22:00:00,5269,23:00:00,1
10377,4734,22:00:00,5342,22:00:00,1
10378,4734,22:00:00,5354,23:00:00,1
10379,4734,22:00:00,5426,22:00:00,1
10380,4734,22:00:00,5800,23:00:00,1
10381,4734,22:00:00,5953,22:00:00,1
10382,4734,22:00:00,6046,22:00:00,1
10383,4734,22:00:00,6134,23:00:00,1
10384,4734,23:00:00,2905,23:00:00,1
10385,4734,23:00:00,4037,23:00:00,1
10386,4734,23:00:00,4038,23:00:00,1
10387,4734,23:00:00,4124,23:00:00,2
10388,4734,23:00:00,4293,23:00:00,1
10389,4734,23:00:00,4297,23:00:00,1
10390,4734,23:00:00,4903,23:00:00,1
10391,4734,23:00:00,4915,23:00:00,1
10392,4734,23:00:00,4990,00:00:00,1
10393,4734,23:00:00,4990,23:00:00,2
10394,4734,23:00:00,5088,00:00:00,1
10395,4734,23:00:00,5093,00:00:00,1
10396,4734,23:00:00,5168,23:00:00,1
10397,4734,23:00:00,5339,00:00:00,1
10398,4734,23:00:00,5345,23:00:00,1
10399,4734,23:00:00,5353,00:00:00,1
10400,4734,23:00:00,5353,23:00:00,2
10401,4734,23:00:00,5354,00:00:00,1
10402,4734,23:00:00,5441,23:00:00,1
10403,4734,23:00:00,5450,00:00:00,1
10404,4734,23:00:00,5606,23:00:00,1
10405,4734,23:00:00,5713,00:00:00,1
10406,4735,00:00:00,4301,00:00:00,1
10407,4735,00:00:00,4386,00:00:00,1
10408,4735,00:00:00,4469,00:00:00,1
10409,4735,00:00:00,4472,00:00:00,1
10410,4735,00:00:00,4669,01:00:00,1
10411,4735,00:00:00,4827,01:00:00,1
10412,4735,00:00:00,4903,00:00:00,1
10413,4735,00:00:00,4990,01:00:00,1
10414,4735,00:00:00,5005,01:00:00,1
10415,4735,00:00:00,5012,01:00:00,1
10416,4735,00:00:00,5170,00:00:00,1
10417,4735,00:00:00,5173,01:00:00,1
10418,4735,00:00:00,5178,00:00:00,1
10419,4735,00:00:00,5180,01:00:00,1
10420,4735,00:00:00,5266,01:00:00,1
10421,4735,00:00:00,5353,01:00:00,2
10422,4735,00:00:00,5433,00:00:00,1
10423,4735,00:00:00,5890,00:00:00,1
10424,4735,00:00:00,6126,00:00:00,1
10425,4735,00:00:00,6400,00:00:00,1
10426,4735,01:00:00,4125,01:00:00,1
10427,4735,01:00:00,4297,02:00:00,1
10428,4735,01:00:00,4389,01:00:00,1
10429,4735,01:00:00,4471,02:00:00,1
10430,4735,01:00:00,4646,01:00:00,1
10431,4735,01:00:00,4903,01:00:00,2
10432,4735,01:00:00,4903,02:00:00,1
10433,4735,01:00:00,5004,01:00:00,1
10434,4735,01:00:00,5089,01:00:00,1
10435,4735,01:00:00,5093,01:00:00,1
10436,4735,01:00:00,5165,01:00:00,1
10437,4735,01:00:00,5629,02:00:00,1
10438,4735,01:00:00,6133,02:00:00,1
10439,4735,02:00:00,4297,02:00:00,1
10440,4735,02:00:00,4384,02:00:00,1
10441,4735,02:00:00,4388,03:00:00,1
10442,4735,02:00:00,4903,02:00:00,1
10443,4735,02:00:00,4914,02:00:00,1
10444,4735,02:00:00,4916,02:00:00,1
10445,4735,02:00:00,5089,02:00:00,1
10446,4735,02:00:00,5109,03:00:00,1
10447,4735,02:00:00,5178,02:00:00,1
10448,4735,02:00:00,5343,02:00:00,1
10449,4735,02:00:00,5345,02:00:00,1
10450,4735,02:00:00,5353,02:00:00,1
10451,4735,02:00:00,5518,03:00:00,1
10452,4735,02:00:00,5610,02:00:00,1
10453,4735,02:00:00,5704,03:00:00,1
10454,4735,03:00:00,4990,04:00:00,1
10455,4735,03:00:00,4992,03:00:00,1
10456,4735,03:00:00,5004,03:00:00,1
10457,4735,03:00:00,5006,03:00:00,1
10458,4735,03:00:00,5178,03:00:00,1
10459,4735,03:00:00,5629,04:00:00,1
10460,4735,04:00:00,4388,04:00:00,1
10461,4735,04:00:00,4745,05:00:00,1
10462,4735,04:00:00,4915,04:00:00,1
10463,4735,04:00:00,5092,04:00:00,1
10464,4735,04:00:00,5180,04:00:00,2
10465,4735,04:00:00,5353,05:00:00,1
10466,4735,04:00:00,6133,05:00:00,1
10467,4735,05:00:00,4301,05:00:00,1
10468,4735,05:00:00,4913,05:00:00,1
10469,4735,05:00:00,5081,05:00:00,1
10470,4735,05:00:00,5089,05:00:00,1
10471,4735,05:00:00,5183,06:00:00,1
10472,4735,05:00:00,5265,05:00:00,1
10473,4735,05:00:00,5267,05:00:00,1
10474,4735,05:00:00,5298,05:00:00,1
10475,4735,05:00:00,5605,05:00:00,1
10476,4735,05:00:00,5702,06:00:00,1
10477,4735,05:00:00,5786,06:00:00,1
10478,4735,05:00:00,5868,05:00:00,1
10479,4735,05:00:00,6042,06:00:00,1
10480,4735,06:00:00,4388,06:00:00,1
10481,4735,06:00:00,4903,06:00:00,1
10482,4735,06:00:00,4990,06:00:00,1
10483,4735,06:00:00,5174,06:00:00,1
10484,4735,06:00:00,5264,06:00:00,1
10485,4735,06:00:00,5433,06:00:00,1
10486,4735,22:00:00,4037,22:00:00,1
10487,4735,22:00:00,4124,22:00:00,1
10488,4735,22:00:00,4297,22:00:00,1
